iter	Logloss
202	0.3877752435
203	0.3873457245
204	0.387097762
205	0.3865222842
206	0.3862542929
207	0.3858413934
208	0.3855331256
209	0.3850905954
210	0.3847770653
211	0.3845316133
212	0.3841503993
213	0.3837034426
214	0.3833464872
215	0.3829396327
216	0.3826074612
217	0.382262802
218	0.3819516491
219	0.3816465034
220	0.38133369
221	0.3809880951
222	0.3806700893
223	0.3803767606
224	0.3799423375
225	0.379451801
226	0.3790467807
227	0.3786391986
228	0.3783546844
229	0.3780360309
230	0.3777361306
231	0.3774230539
232	0.3770228088
233	0.3766204304
234	0.3763361701
235	0.3758879508
236	0.3755973346
237	0.3752702382
238	0.3749998341
239	0.3747101939
240	0.3743826181
241	0.3740498672
242	0.3736936022
243	0.3733585433
244	0.3730015834
245	0.3726362519
246	0.3723201074
247	0.3719512838
248	0.3716299124
249	0.3712862677
250	0.370993984
251	0.3706984781
252	0.3703518626
253	0.3701108855
254	0.3697909017
255	0.3694934215
256	0.3691763748
257	0.368801966
258	0.3684625739
259	0.3681561602
260	0.3677395513
261	0.3674811884
262	0.3670659721
263	0.3667884856
264	0.3664213474
265	0.3661006787
266	0.3657811756
267	0.3655232089
268	0.3652017067
269	0.364894892
270	0.3644945063
271	0.3641947626
272	0.3638621164
273	0.3635415414
274	0.363189859
275	0.3629003212
276	0.3626634293
277	0.3623849829
278	0.3621005386
279	0.3618313075
280	0.3615815172
281	0.3612989968
282	0.3610205156
283	0.3607075424
284	0.3603396542
285	0.3600274517
286	0.3596706035
287	0.3594058847
288	0.3591255554
289	0.3588635387
290	0.3586056053
291	0.3583764023
292	0.3580825816
293	0.3578471602
294	0.3576457158
295	0.3573940479
296	0.3571292593
297	0.3568357212
298	0.3566077478
299	0.3562792826
300	0.3559924464
301	0.3556479665
302	0.3554022589
303	0.3551285733
304	0.3548314072
305	0.3545777845
306	0.3543187048
307	0.3541486848
308	0.353913248
309	0.3537008948
310	0.3534075278
311	0.3530995536
312	0.3527727986
313	0.3525111915
314	0.3523061659
315	0.3520930264
316	0.3518066285
317	0.3515238938
318	0.3512313235
319	0.3509585277
320	0.3507061132
321	0.3504652821
322	0.3502618609
323	0.3500268911
324	0.3497566644
325	0.3494789565
326	0.3492511801
327	0.3489902713
328	0.3486716027
329	0.3484078283
330	0.3481941807
331	0.3479907164
332	0.3477482355
333	0.3475400087
334	0.3473247356
335	0.3471033658
336	0.346872313
337	0.3466154796
338	0.3463911601
339	0.3460151086
340	0.3458541253
341	0.345662147
342	0.3454239161
343	0.3451717793
344	0.344903041
345	0.3446883235
346	0.3444615762
347	0.3442662092
348	0.344059068
349	0.3437548151
350	0.3435419194
351	0.3433462388
352	0.3431487402
353	0.3428446321
354	0.3426096028
355	0.3424179827
356	0.3422224265
357	0.3420261082
358	0.3418211068
359	0.34157834
360	0.3413061145
361	0.3410768405
362	0.3408895468
363	0.3406466629
364	0.3403676742
365	0.3401697623
366	0.3399055546
367	0.3396850718
368	0.3394427625
369	0.3392032914
370	0.3390039935
371	0.3387525225
372	0.3385501682
373	0.3382622304
374	0.3380671726
375	0.3378927471
376	0.3376232512
377	0.3373972557
378	0.3372157407
379	0.3370041783
380	0.3368270075
381	0.3366236856
382	0.3364141906
383	0.3362467883
384	0.3361192437
385	0.3358270253
386	0.3355866936
387	0.3353803377
388	0.3351562097
389	0.3349885987
390	0.334805615
391	0.3346225583
392	0.3344206259
393	0.3342212531
394	0.3340101815
395	0.3338298719
396	0.3335790807
397	0.3333587572
398	0.3330718268
399	0.3329006887
400	0.3326305891
401	0.3324096646
402	0.3322421968
403	0.331933848
404	0.3317031058
405	0.3314472582
406	0.3312372751
407	0.3310163371
408	0.3307937746
409	0.3305801797
410	0.3303649587
411	0.3301624484
412	0.3299836693
413	0.3298124495
414	0.3296390102
415	0.3294611186
416	0.3293148164
417	0.3291326567
418	0.3289234055
419	0.3286984888
420	0.32851186
421	0.3283278108
422	0.3281803378
423	0.3280029192
424	0.3278674452
425	0.3277002278
426	0.3274889456
427	0.3272771082
428	0.3270777657
429	0.326876647
430	0.3266861006
431	0.3264731239
432	0.3262476611
433	0.3260674231
434	0.3258152617
435	0.3256548716
436	0.3254996643
437	0.3253542723
438	0.3252159479
439	0.3249638317
440	0.3247102887
441	0.3245402551
442	0.3243191606
443	0.3241462493
444	0.3239682105
445	0.3238015532
446	0.3236410865
447	0.3234916411
448	0.3232783674
449	0.3230668056
450	0.3229037766
451	0.3226944344
452	0.322544659
453	0.322349549
454	0.3222011179
455	0.3220028114
456	0.3217960982
457	0.3215955427
458	0.3214727468
459	0.3213277428
460	0.3211483124
461	0.32099319
462	0.3208330459
463	0.3206615639
464	0.3204768663
465	0.3203291136
466	0.3201182885
467	0.3199418709
468	0.3198022541
469	0.3196537312
470	0.3194830947
471	0.3192815387
472	0.3191081508
473	0.318852549
474	0.3186895377
475	0.3185143606
476	0.3183005456
477	0.3181508848
478	0.3179654957
479	0.317811865
480	0.3176569765
481	0.3175073491
482	0.3173224555
483	0.3171969606
484	0.3170280283
485	0.316858246
486	0.3166846779
487	0.3164914145
488	0.3163285724
489	0.3161332085
490	0.3158212878
491	0.3156006886
492	0.3154983744
493	0.3153713483
494	0.315204837
495	0.3150230463
496	0.3148221032
497	0.3146264178
498	0.3145044998
499	0.3143784562
500	0.3142095377
501	0.3140554434
502	0.3139119648
503	0.3137683066
504	0.313567566
505	0.3134463917
506	0.3132680057
507	0.3130915707
508	0.3129360642
509	0.3127873394
510	0.3126363746
511	0.3124747056
512	0.312299942
513	0.3121642042
514	0.3119545558
515	0.3117920043
516	0.3115669149
517	0.311433265
518	0.3112256612
519	0.311061706
520	0.310897209
521	0.3107176337
522	0.3105259085
523	0.3102923083
524	0.3101221896
525	0.3100003572
526	0.3098757361
527	0.3096727505
528	0.3095536585
529	0.3093962663
530	0.3092392796
531	0.3090277057
532	0.3088833261
533	0.3086497821
534	0.3085312104
535	0.3083517856
536	0.3082250334
537	0.308056139
538	0.3079014591
539	0.307766619
540	0.3075790851
541	0.3074225977
542	0.3072177485
543	0.3070963446
544	0.3069836578
545	0.3067598949
546	0.3065994769
547	0.306447899
548	0.3062870366
549	0.3061164544
550	0.3059945791
551	0.305824605
552	0.3057534046
553	0.3055632095
554	0.3054127133
555	0.3052515527
556	0.305046913
557	0.3048842075
558	0.3046848053
559	0.3045377312
560	0.3043604369
561	0.3041724889
562	0.3040479912
563	0.3039005891
564	0.3037372402
565	0.3036241895
566	0.3034810097
567	0.3033438788
568	0.3031975333
569	0.3030680853
570	0.3029311844
571	0.3027542891
572	0.3026256745
573	0.3024414276
574	0.3023150494
575	0.3021680356
576	0.3020293648
577	0.3019022298
578	0.3017471979
579	0.3015638192
580	0.3014443166
581	0.3012988401
582	0.3011601239
583	0.300980375
584	0.3007881756
585	0.3006457386
586	0.300515347
587	0.3003881238
588	0.3002435421
589	0.3000731949
590	0.2999189115
591	0.2997973327
592	0.2996677303
593	0.2995049116
594	0.299381278
595	0.2992100335
596	0.2990846627
597	0.2989105757
598	0.2987822143
599	0.2986066525
600	0.2984927738
601	0.2983652709
602	0.2981952772
603	0.2980320358
604	0.2979095734
605	0.2977924183
606	0.2976785842
607	0.2975610014
608	0.2974051777
609	0.2972743149
610	0.29712339
611	0.2969922396
612	0.296878784
613	0.2967451504
614	0.2965856813
615	0.2964744308
616	0.2963273498
617	0.2961936462
618	0.2960585587
619	0.2959244868
620	0.2958015861
621	0.295698338
622	0.2954984021
623	0.2953562912
624	0.2952204866
625	0.2950941655
626	0.2950066049
627	0.2949024781
628	0.2948078881
629	0.2946303477
630	0.2945114771
631	0.2943629877
632	0.2942272902
633	0.294093601
634	0.2939570166
635	0.2938155478
636	0.2936957388
637	0.2935302648
638	0.2934169602
639	0.2932324438
640	0.2931208788
641	0.2929930888
642	0.2928615387
643	0.2927395881
644	0.2925339264
645	0.2923824598
646	0.2921539961
647	0.292045298
648	0.2919257851
649	0.2917890299
650	0.2916236452
651	0.2914962096
652	0.2913403451
653	0.291208533
654	0.291038395
655	0.2909147518
656	0.2907849778
657	0.2906435236
658	0.2904675093
659	0.2903561765
660	0.2901860556
661	0.2900319545
662	0.289936447
663	0.2897840678
664	0.2896080275
665	0.2895051174
666	0.2893684429
667	0.2892346943
668	0.2891043755
669	0.2889177781
670	0.2887754909
671	0.2886543242
672	0.2885120092
673	0.2883866165
674	0.288245031
675	0.2880889437
676	0.2879929624
677	0.2878608719
678	0.2877141855
679	0.287565902
680	0.2874427326
681	0.287350806
682	0.2872206295
683	0.2870667702
684	0.2869286774
685	0.2868031493
686	0.2866320452
687	0.2865010178
688	0.2863728355
689	0.2862274168
690	0.2860653998
691	0.2859579766
692	0.2858309738
693	0.2856932287
694	0.2856027664
695	0.2854947825
696	0.2853852558
697	0.2852419344
698	0.285143151
699	0.2850178604
700	0.284883586
701	0.2847647468
702	0.2845971206
703	0.2844696623
704	0.284332573
705	0.284220325
706	0.2840272625
707	0.283886408
708	0.2837364024
709	0.2835541624
710	0.2834048901
711	0.2832595653
712	0.2831117709
713	0.2830253378
714	0.2828826716
715	0.2827897529
716	0.2826409172
717	0.2824831842
718	0.282366868
719	0.2822539224
720	0.2821299956
721	0.2819860732
722	0.281853318
723	0.2817331259
724	0.2816278572
725	0.2815146534
726	0.2813954512
727	0.281275337
728	0.2811377694
729	0.2810226897
730	0.2809362656
731	0.2808008508
732	0.280640618
733	0.2805270753
734	0.2804044213
735	0.2802315783
736	0.2801158242
737	0.2799899805
738	0.2798617674
739	0.2797433609
740	0.279664912
741	0.2795277245
742	0.2794189097
743	0.2793269249
744	0.2791772949
745	0.2790549423
746	0.2789494561
747	0.2788629121
748	0.2787190804
749	0.2786004672
750	0.2784656556
751	0.2783579214
752	0.2782521374
753	0.2781301509
754	0.2780118615
755	0.2778927889
756	0.277744198
757	0.2776226027
758	0.2775175894
759	0.2773565533
760	0.2772195188
761	0.2771320328
762	0.2770154546
763	0.2769286358
764	0.2767925806
765	0.2766824317
766	0.2765823229
767	0.276465063
768	0.2763620501
769	0.2762336489
770	0.2760837948
771	0.2759320247
772	0.2758446995
773	0.2757281932
774	0.2755983269
775	0.275455536
776	0.2753341571
777	0.2752525528
778	0.2751491024
779	0.2749806922
780	0.2748668715
781	0.2747424856
782	0.2746560343
783	0.2745347818
784	0.2744482698
785	0.2743345395
786	0.2742163134
787	0.2740897522
788	0.2739885976
789	0.2739062508
790	0.2738162689
791	0.2736802702
792	0.2735239616
793	0.2734262392
794	0.2732983405
795	0.2731421069
796	0.2730406157
797	0.2729509207
798	0.2728171286
799	0.272679757
800	0.2725691883
801	0.2724585062
802	0.2723383341
803	0.2722459324
804	0.2721109418
805	0.2719976744
806	0.2719014701
807	0.2717666222
808	0.2716487947
809	0.2714903905
810	0.2713846688
811	0.271238586
812	0.2711356082
813	0.2710016112
814	0.2709072174
815	0.2707575397
816	0.2706598818
817	0.2705396398
818	0.2704446009
819	0.2703591864
820	0.2702077735
821	0.2700727682
822	0.2699500658
823	0.2698181638
824	0.2697384326
825	0.2696590623
826	0.2695492719
827	0.2694554618
828	0.2693509099
829	0.2692353815
830	0.269134259
831	0.2690102526
832	0.268913776
833	0.2687758012
834	0.2686546629
835	0.2685233056
836	0.2684061124
837	0.2682950248
838	0.268147843
839	0.2680136727
840	0.2678614636
841	0.2677600436
842	0.2676591677
843	0.2675640197
844	0.267448361
845	0.2673146538
846	0.2671932304
847	0.2670907128
848	0.2669733957
849	0.2668843327
850	0.2667853653
851	0.2666784201
852	0.2665816916
853	0.2664569525
854	0.2663930817
855	0.2663008378
856	0.2662180449
857	0.2661195314
858	0.2660481654
859	0.2659674215
860	0.2658729008
861	0.2657611256
862	0.2656503786
863	0.2655745122
864	0.2654940603
865	0.2653881631
866	0.2652968383
867	0.2651822477
868	0.2650735901
869	0.2649599589
870	0.2648268678
871	0.2646660477
872	0.2645649401
873	0.2644713762
874	0.2643622599
875	0.2642349897
876	0.2641066733
877	0.2640144972
878	0.2638995356
879	0.2637848931
880	0.2636512545
881	0.2635178077
882	0.2634178939
883	0.2632992461
884	0.2631727653
885	0.2630957417
886	0.263003455
887	0.262885978
888	0.2627728209
889	0.2626372915
890	0.2624913533
891	0.2624003671
892	0.2622949199
893	0.2621922764
894	0.2620948163
895	0.2619669475
896	0.2618725805
897	0.2617589211
898	0.2616669059
899	0.2615454129
900	0.2614181161
901	0.2613267439
902	0.2612191776
903	0.2611095125
904	0.2609929391
905	0.2608863561
906	0.2607061639
907	0.2605794105
908	0.2604737444
909	0.2603712047
910	0.2602639925
911	0.2601577596
912	0.260030297
913	0.2599581321
914	0.2598429193
915	0.2597358712
916	0.2596324424
917	0.2595300464
918	0.2594341993
919	0.2593403631
920	0.2591939555
921	0.2591335973
922	0.2589935808
923	0.2588853656
924	0.2587594971
925	0.2586450781
926	0.2585346019
927	0.2584377608
928	0.2583236558
929	0.2582603399
930	0.2581565213
931	0.2580331712
932	0.2579423332
933	0.2578251609
934	0.2576773096
935	0.2575360928
936	0.257396892
937	0.2572748132
938	0.2571728607
939	0.257092175
940	0.2569847715
941	0.256896944
942	0.2567709025
943	0.2566703406
944	0.2565856828
945	0.2565080442
946	0.2563925591
947	0.2562948944
948	0.2561903874
949	0.2560975777
950	0.2560094537
951	0.2559045537
952	0.2558163736
953	0.255695843
954	0.2555806213
955	0.2555101566
956	0.2554307437
957	0.2553522413
958	0.2552224445
959	0.2551053123
960	0.2550021582
961	0.2549046607
962	0.2548069541
963	0.2547196181
964	0.2546437095
965	0.2545559634
966	0.2544255641
967	0.2543449978
968	0.2542420837
969	0.2541562692
970	0.2540389283
971	0.2539610664
972	0.2538628039
973	0.2537803751
974	0.2536582809
975	0.2535628492
976	0.2534575729
977	0.2533597828
978	0.2532603943
979	0.2531216483
980	0.2530120258
981	0.2529309576
982	0.2528547209
983	0.2527709218
984	0.2526537758
985	0.2525440922
986	0.2524317489
987	0.2523568035
988	0.2522894737
989	0.2522178386
990	0.2521176643
991	0.2520265636
992	0.251919977
993	0.2518241862
994	0.2517162858
995	0.2516317044
996	0.251501814
997	0.2513801939
998	0.2512773128
999	0.2511794047
